prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,4,1024,37.12
0,0,4,1024,37.311
0,0,4,1024,37.056
0,0,4,1024,37.184000000000005
0,0,4,1024,37.087999999999994
0,0,4,1024,37.087
0,0,4,1024,36.897
0,0,4,1024,37.186
0,0,4,1024,37.025000000000006
0,0,4,1024,36.48
0,0,4,1024,37.089
0,0,4,1024,37.183
0,0,4,1024,36.767
0,0,4,1024,37.248
0,0,4,1024,36.92700000000001
0,0,4,1024,37.152
0,0,4,1024,37.248
0,0,4,1024,37.151999999999994
0,0,4,1024,36.993
0,0,4,1024,37.568
0,0,4,1024,37.056
0,0,4,1024,37.56900000000001
0,0,4,1024,37.121
0,0,4,1024,37.313
0,0,4,1024,37.024
0,0,4,1024,37.376
0,0,4,1024,37.025000000000006
0,0,4,1024,37.248000000000005
0,0,4,1024,37.122
0,0,4,1024,36.799
0,0,4,1024,37.183
0,0,4,1024,37.184
0,0,4,1024,36.992
0,0,4,1024,37.086999999999996
0,0,4,1024,37.247
0,0,4,1024,36.993
0,0,4,1024,37.120000000000005
0,0,4,1024,37.37700000000001
0,0,4,1024,37.217
0,0,4,1024,36.833000000000006
0,0,4,1024,37.312
0,0,4,1024,37.055
0,0,4,1024,37.314
0,0,4,1024,36.992
0,0,4,1024,37.119
0,0,4,1024,37.089000000000006
0,0,4,1024,37.120999999999995
0,0,4,1024,36.899
0,0,4,1024,37.251
0,0,4,1024,37.057
0,0,4,1024,37.248
0,0,4,1024,37.089
0,0,4,1024,37.6
0,0,4,1024,36.833
0,0,4,1024,37.312
0,0,4,1024,37.248
0,0,4,1024,36.992
0,0,4,1024,36.992
0,0,4,1024,37.186
0,0,4,1024,37.055
0,0,4,1024,37.122
0,0,4,1024,36.96
0,0,4,1024,37.504
0,0,4,1024,37.18600000000001
0,0,4,1024,37.25
0,0,4,1024,36.192
0,0,4,1024,37.121
0,0,4,1024,37.504
0,0,4,1024,37.024
0,0,4,1024,37.278999999999996
0,0,4,1024,37.054
0,0,4,1024,37.377
0,0,4,1024,37.151999999999994
0,0,4,1024,37.214999999999996
0,0,4,1024,36.96
0,0,4,1024,36.992000000000004
0,0,4,1024,37.025000000000006
0,0,4,1024,37.249
0,0,4,1024,37.12
0,0,4,1024,37.504
0,0,4,1024,37.056
0,0,4,1024,37.281000000000006
0,0,4,1024,36.961
0,0,4,1024,37.153
0,0,4,1024,36.992000000000004
0,0,4,1024,37.216
0,0,4,1024,36.991
0,0,4,1024,37.056999999999995
0,0,4,1024,36.929
0,0,4,1024,37.184
0,0,4,1024,37.055
0,0,4,1024,37.345000000000006
0,0,4,1024,37.217
0,0,4,1024,37.21600000000001
0,0,4,1024,37.120000000000005
0,0,4,1024,37.409000000000006
0,0,4,1024,36.992
0,0,4,1024,37.345
0,0,4,1024,36.864
0,0,4,1024,37.088
0,0,4,1024,37.155
0,0,4,4096,95.26400000000001
0,0,4,4096,91.39200000000001
0,0,4,4096,91.391
0,0,4,4096,91.136
0,0,4,4096,91.17
0,0,4,4096,91.23400000000001
0,0,4,4096,90.94500000000001
0,0,4,4096,90.816
0,0,4,4096,91.425
0,0,4,4096,91.009
0,0,4,4096,91.362
0,0,4,4096,91.553
0,0,4,4096,91.265
0,0,4,4096,91.07300000000001
0,0,4,4096,91.00900000000001
0,0,4,4096,90.881
0,0,4,4096,90.785
0,0,4,4096,91.49
0,0,4,4096,91.26500000000001
0,0,4,4096,91.105
0,0,4,4096,91.617
0,0,4,4096,90.914
0,0,4,4096,91.009
0,0,4,4096,91.521
0,0,4,4096,91.105
0,0,4,4096,91.041
0,0,4,4096,91.393
0,0,4,4096,90.658
0,0,4,4096,91.61699999999999
0,0,4,4096,91.041
0,0,4,4096,90.913
0,0,4,4096,91.04100000000001
0,0,4,4096,91.391
0,0,4,4096,90.529
0,0,4,4096,91.07
0,0,4,4096,91.39299999999999
0,0,4,4096,94.979
0,0,4,4096,91.58500000000001
0,0,4,4096,91.04
0,0,4,4096,91.45700000000001
0,0,4,4096,90.91000000000001
0,0,4,4096,91.64899999999999
0,0,4,4096,91.042
0,0,4,4096,91.138
0,0,4,4096,90.75399999999999
0,0,4,4096,91.361
0,0,4,4096,91.202
0,0,4,4096,91.457
0,0,4,4096,91.23199999999999
0,0,4,4096,91.16900000000001
0,0,4,4096,91.136
0,0,4,4096,91.07100000000001
0,0,4,4096,90.977
0,0,4,4096,91.19999999999999
0,0,4,4096,90.94399999999999
0,0,4,4096,91.105
0,0,4,4096,91.105
0,0,4,4096,91.00800000000001
0,0,4,4096,90.722
0,0,4,4096,91.29800000000002
0,0,4,4096,90.785
0,0,4,4096,91.362
0,0,4,4096,91.008
0,0,4,4096,90.979
0,0,4,4096,90.977
0,0,4,4096,91.39200000000001
0,0,4,4096,90.495
0,0,4,4096,91.233
0,0,4,4096,91.329
0,0,4,4096,90.88100000000001
0,0,4,4096,91.009
0,0,4,4096,91.45599999999999
0,0,4,4096,94.881
0,0,4,4096,90.785
0,0,4,4096,91.42699999999999
0,0,4,4096,90.752
0,0,4,4096,91.167
0,0,4,4096,91.393
0,0,4,4096,91.2
0,0,4,4096,91.011
0,0,4,4096,91.169
0,0,4,4096,91.36099999999999
0,0,4,4096,91.39300000000001
0,0,4,4096,91.296
0,0,4,4096,90.976
0,0,4,4096,90.976
0,0,4,4096,91.19999999999999
0,0,4,4096,91.35999999999999
0,0,4,4096,90.81700000000001
0,0,4,4096,91.521
0,0,4,4096,91.2
0,0,4,4096,90.84900000000002
0,0,4,4096,91.268
0,0,4,4096,91.008
0,0,4,4096,91.20100000000001
0,0,4,4096,91.265
0,0,4,4096,91.265
0,0,4,4096,91.16799999999999
0,0,4,4096,91.329
0,0,4,4096,90.881
0,0,4,4096,91.199
0,0,4,4096,91.265
0,0,4,4096,90.65599999999999
0,0,4,4096,91.10200000000002
0,0,4,4096,91.71199999999999
0,0,4,4096,91.009
0,0,4,4096,90.68900000000001
0,0,4,4096,91.36000000000001
0,0,16,256,34.751
0,0,16,256,36.671
0,0,16,256,36.64
0,0,16,256,35.873
0,0,16,256,36.995
0,0,16,256,36.449
0,0,16,256,36.641
0,0,16,256,36.385000000000005
0,0,16,256,36.192
0,0,16,256,36.095000000000006
0,0,16,256,35.808
0,0,16,256,36.353
0,0,16,256,35.778
0,0,16,256,35.839
0,0,16,256,36.512
0,0,16,256,35.199000000000005
0,0,16,256,35.778
0,0,16,256,35.777
0,0,16,256,36.8
0,0,16,256,35.998999999999995
0,0,16,256,35.616
0,0,16,256,36.448
0,0,16,256,36.51200000000001
0,0,16,256,36.385000000000005
0,0,16,256,35.297
0,0,16,256,36.737
0,0,16,256,36.25699999999999
0,0,16,256,35.681
0,0,16,256,35.806
0,0,16,256,36.511
0,0,16,256,36.062
0,0,16,256,36.513000000000005
0,0,16,256,35.422999999999995
0,0,16,256,36.035
0,0,16,256,36.128
0,0,16,256,36.225
0,0,16,256,34.974999999999994
0,0,16,256,35.52
0,0,16,256,35.93599999999999
0,0,16,256,36.894
0,0,16,256,36.288000000000004
0,0,16,256,35.682
0,0,16,256,35.904
0,0,16,256,36.0
0,0,16,256,35.61600000000001
0,0,16,256,35.68
0,0,16,256,36.44799999999999
0,0,16,256,36.479
0,0,16,256,35.873999999999995
0,0,16,256,35.391
0,0,16,256,37.088
0,0,16,256,36.001000000000005
0,0,16,256,36.832
0,0,16,256,35.841
0,0,16,256,36.512
0,0,16,256,36.384
0,0,16,256,36.737
0,0,16,256,35.552
0,0,16,256,37.342999999999996
0,0,16,256,35.521
0,0,16,256,36.638
0,0,16,256,36.065000000000005
0,0,16,256,36.257
0,0,16,256,34.913000000000004
0,0,16,256,35.550999999999995
0,0,16,256,36.481
0,0,16,256,36.029999999999994
0,0,16,256,36.065
0,0,16,256,35.906
0,0,16,256,36.577000000000005
0,0,16,256,35.969
0,0,16,256,36.673
0,0,16,256,34.783
0,0,16,256,36.608
0,0,16,256,36.128
0,0,16,256,36.896
0,0,16,256,35.808
0,0,16,256,35.71099999999999
0,0,16,256,36.768
0,0,16,256,37.089000000000006
0,0,16,256,35.647999999999996
0,0,16,256,35.968
0,0,16,256,35.904
0,0,16,256,36.097
0,0,16,256,35.520999999999994
0,0,16,256,36.769
0,0,16,256,35.48799999999999
0,0,16,256,35.711
0,0,16,256,36.384
0,0,16,256,35.455999999999996
0,0,16,256,36.736
0,0,16,256,36.352000000000004
0,0,16,256,36.065
0,0,16,256,35.776
0,0,16,256,35.969
0,0,16,256,36.0
0,0,16,256,35.68
0,0,16,256,36.19
0,0,16,256,35.872
0,0,16,256,35.777
0,0,16,256,36.321
0,0,16,256,35.617000000000004
0,0,16,256,36.863
0,0,16,256,36.707
0,0,16,256,36.769999999999996
0,0,16,256,36.032
0,0,16,256,37.024
0,0,16,256,36.383
0,0,16,1024,100.67300000000002
0,0,16,1024,90.49800000000002
0,0,16,1024,89.69600000000001
0,0,16,1024,90.497
0,0,16,1024,89.6
0,0,16,1024,89.823
0,0,16,1024,90.047
0,0,16,1024,89.504
0,0,16,1024,89.63399999999999
0,0,16,1024,89.92
0,0,16,1024,89.504
0,0,16,1024,89.536
0,0,16,1024,90.68800000000002
0,0,16,1024,89.88899999999998
0,0,16,1024,89.985
0,0,16,1024,89.63199999999999
0,0,16,1024,89.855
0,0,16,1024,89.535
0,0,16,1024,90.175
0,0,16,1024,89.698
0,0,16,1024,89.91900000000001
0,0,16,1024,90.17699999999999
0,0,16,1024,89.6
0,0,16,1024,88.92900000000002
0,0,16,1024,90.465
0,0,16,1024,90.721
0,0,16,1024,89.18500000000002
0,0,16,1024,90.43300000000002
0,0,16,1024,89.79399999999998
0,0,16,1024,90.08
0,0,16,1024,90.081
0,0,16,1024,90.24
0,0,16,1024,90.11299999999999
0,0,16,1024,90.27199999999999
0,0,16,1024,90.208
0,0,16,1024,89.921
0,0,16,1024,101.443
0,0,16,1024,89.89000000000001
0,0,16,1024,90.561
0,0,16,1024,89.53699999999999
0,0,16,1024,90.529
0,0,16,1024,90.07900000000001
0,0,16,1024,89.69500000000001
0,0,16,1024,89.24900000000001
0,0,16,1024,89.60100000000001
0,0,16,1024,89.668
0,0,16,1024,89.313
0,0,16,1024,90.464
0,0,16,1024,89.6
0,0,16,1024,89.37600000000002
0,0,16,1024,89.98400000000001
0,0,16,1024,89.85799999999999
0,0,16,1024,89.055
0,0,16,1024,89.601
0,0,16,1024,89.922
0,0,16,1024,90.465
0,0,16,1024,89.02400000000002
0,0,16,1024,89.952
0,0,16,1024,89.441
0,0,16,1024,89.025
0,0,16,1024,89.921
0,0,16,1024,90.464
0,0,16,1024,90.273
0,0,16,1024,89.633
0,0,16,1024,90.17699999999999
0,0,16,1024,88.992
0,0,16,1024,89.794
0,0,16,1024,90.37
0,0,16,1024,89.153
0,0,16,1024,89.95300000000002
0,0,16,1024,89.47099999999999
0,0,16,1024,89.569
0,0,16,1024,101.055
0,0,16,1024,90.303
0,0,16,1024,90.722
0,0,16,1024,89.63400000000001
0,0,16,1024,89.569
0,0,16,1024,89.69600000000001
0,0,16,1024,91.168
0,0,16,1024,90.369
0,0,16,1024,89.986
0,0,16,1024,90.33600000000001
0,0,16,1024,89.47300000000001
0,0,16,1024,89.34600000000002
0,0,16,1024,90.78500000000001
0,0,16,1024,89.76
0,0,16,1024,89.89
0,0,16,1024,89.986
0,0,16,1024,89.312
0,0,16,1024,90.049
0,0,16,1024,89.825
0,0,16,1024,90.144
0,0,16,1024,89.89
0,0,16,1024,89.311
0,0,16,1024,90.30600000000001
0,0,16,1024,88.54500000000002
0,0,16,1024,90.56099999999999
0,0,16,1024,90.14299999999999
0,0,16,1024,90.337
0,0,16,1024,89.632
0,0,16,1024,90.17599999999999
